date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170705,2,2,-1,OLD,20178982,2,박열,2017-06-28,431482500,8.6,-334213300,-43.6,11151607270,59576,-44578,-42.8,1457643,743,3228
20170705,3,3,0,OLD,20159647,3,리얼,2017-06-28,67192100,1.3,-76969500,-53.4,3067094230,10820,-9210,-46,426567,353,614
20170705,4,4,0,OLD,20158485,4,옥자,2017-06-29,74836200,1.5,-17822200,-19.2,1161122400,10095,-2557,-20.2,152840,91,276
20170705,5,5,-3,OLD,20166967,5,트랜스포머: 최후의 기사,2017-06-21,64895300,1.3,-173579600,-72.8,20529709328,8739,-21633,-71.2,2488693,392,988
20170705,6,6,1,OLD,20176961,6,지랄발광 17세,2017-06-28,23001700,0.5,-12680400,-35.5,413285200,3055,-1661,-35.2,52471,110,327
20170705,7,7,4,OLD,20020186,7,헤드윅,2002-08-09,10634700,0.2,-5448800,-33.9,194922431,1384,-794,-36.5,25334,64,109
20170705,8,8,-2,OLD,20166384,8,하루,2017-06-15,7741700,0.2,-34745500,-81.8,9034254442,1124,-4685,-80.7,1124197,120,156
20170705,9,9,1,OLD,20174602,9,노무현입니다,2017-05-25,7422400,0.1,-8876900,-54.5,14426410012,1098,-1311,-54.4,1836734,69,106
20170705,10,10,9,OLD,20178121,10,부니베어: 로거빅 컴백홈 프로젝트,2017-06-29,5343500,0.1,1361000,34.2,131888600,943,245,35.1,18507,49,56
20170706,1,1,0,OLD,20167303,1,스파이더맨: 홈 커밍,2017-07-05,3156783500,81.5,-1090956550,-25.7,7460158550,405399,-139903,-25.7,956898,1733,9170
20170706,2,2,0,OLD,20178982,2,박열,2017-06-28,405622100,10.5,-25860400,-6,11557229370,56290,-3286,-5.5,1513933,756,3182
20170706,3,3,1,OLD,20158485,3,옥자,2017-06-29,68173900,1.8,-6662300,-8.9,1229296300,9376,-719,-7.1,162216,93,273
20170706,4,4,1,OLD,20166967,4,트랜스포머: 최후의 기사,2017-06-21,63042600,1.6,-1852700,-2.9,20592751928,8558,-181,-2.1,2497251,380,901
20170706,5,5,-2,OLD,20159647,5,리얼,2017-06-28,41591700,1.1,-25600400,-38.1,3108685930,5955,-4865,-45,432522,313,503
20170706,6,6,0,OLD,20176961,6,지랄발광 17세,2017-06-28,22811400,0.6,-190300,-0.8,436096600,3060,5,0.2,55531,109,300
20170706,7,7,50,OLD,20176102,7,그 후,2017-07-06,15539300,0.4,15224300,4833.1,17518300,2170,2123,4517,2425,156,279
20170706,8,8,13,OLD,20176983,8,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,9974000,0.3,7253000,266.6,362813500,1332,982,280.6,43254,13,18
20170706,9,9,-2,OLD,20020186,9,헤드윅,2002-08-09,7798900,0.2,-2835800,-26.7,202721331,1070,-314,-22.7,26404,52,95
