date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170901,1,1,0,OLD,20171962,1,킬러의 보디가드,2017-08-30,1020255300,31.1,377962700,58.8,2555064200,116881,35684,43.9,337755,401,1974
20170901,2,2,1,OLD,20162442,2,청년경찰,2017-08-09,465721800,14.2,131542200,39.4,40393771516,56997,10828,23.5,5148210,640,2383
20170901,3,3,-1,OLD,20162869,3,택시운전사,2017-08-02,393791700,12.0,58421200,17.4,91837594649,48618,1310,2.8,11673584,625,2219
20170901,4,4,0,OLD,20158047,4,발레리안: 천 개 행성의 도시,2017-08-30,403912241,12.3,97368241,31.8,1230994641,46692,6612,16.5,167339,583,2349
20170901,5,5,0,OLD,20164174,5,브이아이피,2017-08-23,278548382,8.5,54036082,24.1,9671388707,33664,3052,10,1213617,582,2024
20170901,6,6,0,OLD,20179491,6,아토믹 블론드,2017-08-30,151734559,4.6,28643259,23.3,463980659,18384,1326,7.8,66226,441,1718
20170901,7,7,1,OLD,20151003,7,장산범,2017-08-17,131723118,4.0,44527918,51.1,9698304877,15711,4159,36,1226893,341,823
20170901,8,8,-1,OLD,20179407,8,로마의 휴일,2017-08-30,115094382,3.5,13501582,13.3,448470182,14784,352,2.4,64626,403,1594
20170901,9,9,1,OLD,20179901,9,혹성탈출: 종의 전쟁,2017-08-15,54176900,1.7,14064900,35.1,16530688478,6537,924,16.5,2011196,202,369
20170901,10,10,-1,OLD,20179187,10,공범자들,2017-08-17,50200500,1.5,6481900,14.8,1449789600,6108,117,2,184108,176,317
20170902,1,1,0,OLD,20171962,1,킬러의 보디가드,2017-08-30,1975734600,30.1,955479300,93.7,4530798800,227264,110383,94.4,565019,462,2364
20170902,2,2,0,OLD,20162442,2,청년경찰,2017-08-09,1014777100,15.5,549055300,117.9,41408548616,121617,64620,113.4,5269827,681,2726
20170902,3,3,1,OLD,20158047,3,발레리안: 천 개 행성의 도시,2017-08-30,931941067,14.2,528028826,130.7,2162935708,108271,61579,131.9,275610,629,2453
20170902,4,4,-1,OLD,20162869,4,택시운전사,2017-08-02,827171300,12.6,433379600,110.1,92664765949,98741,50123,103.1,11772325,683,2475
20170902,5,5,0,OLD,20164174,5,브이아이피,2017-08-23,467332794,7.1,188784412,67.8,10138721501,55358,21694,64.4,1268975,581,1943
20170902,6,6,1,OLD,20151003,6,장산범,2017-08-17,278999206,4.2,147276088,111.8,9977304083,33804,18093,115.2,1260697,379,918
20170902,7,7,-1,OLD,20179491,7,아토믹 블론드,2017-08-30,214988333,3.3,63253774,41.7,678968992,25640,7256,39.5,91866,460,1377
20170902,8,8,0,OLD,20179407,8,로마의 휴일,2017-08-30,192370194,2.9,77275812,67.1,640840376,23751,8967,60.7,88377,436,1314
20170902,9,9,0,OLD,20179901,9,혹성탈출: 종의 전쟁,2017-08-15,113718000,1.7,59541100,109.9,16644406478,13597,7060,108,2024793,210,360
20170902,10,10,0,OLD,20179187,10,공범자들,2017-08-17,97089000,1.5,46888500,93.4,1546878600,11726,5618,92,195834,180,318
20170903,1,1,0,OLD,20171962,1,킬러의 보디가드,2017-08-30,1848465100,31.5,-127269500,-6.4,6379263900,211918,-15346,-6.8,776937,482,2375
20170903,2,2,0,OLD,20162442,2,청년경찰,2017-08-09,895449800,15.3,-119327300,-11.8,42303998416,107474,-14143,-11.6,5377301,686,2685
20170903,3,3,0,OLD,20158047,3,발레리안: 천 개 행성의 도시,2017-08-30,803811600,13.7,-128129467,-13.7,2966747308,94528,-13743,-12.7,370138,622,2385
20170903,4,4,0,OLD,20162869,4,택시운전사,2017-08-02,759307500,12.9,-67863800,-8.2,93424073449,90659,-8082,-8.2,11862984,671,2397
20170903,5,5,0,OLD,20164174,5,브이아이피,2017-08-23,393193500,6.7,-74139294,-15.9,10531915001,46508,-8850,-16,1315483,558,1865
20170903,6,6,0,OLD,20151003,6,장산범,2017-08-17,216309200,3.7,-62690006,-22.5,10193613283,26107,-7697,-22.8,1286804,368,872
