movieCd,movieNm,director,naver_movieCd,ntz_see_score,spc_score,ntz_score
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,8.93,7.0,7.47
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,7.75,8.5,8.9
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,8.21,7.55,7.76
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,7.96,6.0,7.94
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,0.0,0.0,0.0
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,8.83,7.0,8.74
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,7.71,6.0,7.47
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,8.13,4.88,7.15
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,6.74,2.5,5.83
20163580,그레이트 월,장예모,126034.0,0.0,0.0,0.0
20163580,그레이트 월,장예모,126034.0,8.83,7.0,8.74
20163580,그레이트 월,장예모,126034.0,8.77,6.5,8.05
20163580,그레이트 월,장예모,126034.0,0.0,0.0,5.22
20167362,더 큐어,고어 버빈스키,143372.0,9.27,6.0,9.18
20167362,더 큐어,고어 버빈스키,143372.0,8.83,5.0,8.27
20167362,더 큐어,고어 버빈스키,143372.0,10.0,4.0,6.46
20161366,"그래, 가족",마대윤,,,,
20167906,마이펫 오지,알베르토 로드리게즈,,,,
20161723,싱글라이더,이주영,146459.0,8.21,7.55,7.76
20161723,싱글라이더,이주영,146459.0,9.44,6.0,8.68
20161723,싱글라이더,이주영,146459.0,9.14,6.0,9.02
20161723,싱글라이더,이주영,146459.0,6.74,2.5,5.83
20161723,싱글라이더,이주영,146459.0,9.27,0.0,9.03
20161723,싱글라이더,이주영,146459.0,8.77,6.5,8.15
20161723,싱글라이더,이주영,146459.0,8.77,6.5,8.05
20161723,싱글라이더,이주영,146459.0,8.34,0.0,8.57
20161723,싱글라이더,이주영,146459.0,7.96,6.0,7.94
20161723,싱글라이더,이주영,146459.0,9.12,6.78,8.95
20161723,싱글라이더,이주영,146459.0,0.0,0.0,0.0
20156562,루시드 드림,김준성,130713.0,8.83,5.0,8.27
20156562,루시드 드림,김준성,130713.0,8.21,7.55,7.76
20156562,루시드 드림,김준성,130713.0,7.75,8.5,8.9
20156562,루시드 드림,김준성,130713.0,0.0,0.0,5.22
20156562,루시드 드림,김준성,130713.0,8.34,0.0,8.57
20156562,루시드 드림,김준성,130713.0,7.96,6.0,7.94
20167922,핵소 고지,멜 깁슨,142305.0,8.93,7.0,7.47
20167922,핵소 고지,멜 깁슨,142305.0,6.74,2.5,5.83
20167922,핵소 고지,멜 깁슨,142305.0,8.15,4.0,8.3
20167922,핵소 고지,멜 깁슨,142305.0,8.86,8.75,8.76
20167922,핵소 고지,멜 깁슨,142305.0,8.39,6.83,8.08
20167922,핵소 고지,멜 깁슨,142305.0,8.69,7.08,8.18
20167922,핵소 고지,멜 깁슨,142305.0,7.53,4.0,4.31
20161725,마스터,조의석,145162.0,8.65,5.77,8.1
20161725,마스터,조의석,145162.0,8.34,7.16,8.44
20161725,마스터,조의석,145162.0,8.9,8.34,8.59
20161725,마스터,조의석,145162.0,8.78,5.92,8.31
20161725,마스터,조의석,145162.0,8.8,5.44,8.68
20161725,마스터,조의석,145162.0,8.53,6.72,8.37
20161725,마스터,조의석,145162.0,8.03,5.5,7.95
20161725,마스터,조의석,145162.0,7.31,6.78,6.61
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.34,7.16,8.44
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.9,8.34,8.59
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.99,6.71,8.96
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.78,5.92,8.31
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.8,5.44,8.68
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,9.02,7.55,8.75
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.53,6.72,8.37
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,7.31,6.78,6.61
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.05,6.25,7.93
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.39,6.0,8.03
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,7.53,4.0,4.31
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.69,7.08,8.18
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,9.28,8.4,9.25
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,10.0,0.0,6.05
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,9.14,6.0,9.02
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,7.29,5.67,7.1
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,7.96,6.0,7.94
20163183,로그 원: 스타워즈 스토리,가렛 에드워즈,136868.0,8.58,6.5,8.86
20162025,씽,가스 제닝스,144938.0,8.99,6.71,8.96
20162025,씽,가스 제닝스,144938.0,8.9,8.34,8.59
20162025,씽,가스 제닝스,144938.0,8.78,5.92,8.31
20162025,씽,가스 제닝스,144938.0,9.02,7.55,8.75
20162025,씽,가스 제닝스,144938.0,8.53,6.72,8.37
20162025,씽,가스 제닝스,144938.0,8.03,5.5,7.95
20162025,씽,가스 제닝스,144938.0,8.91,4.55,8.34
20162025,씽,가스 제닝스,144938.0,8.73,6.38,8.8
20162025,씽,가스 제닝스,144938.0,8.05,6.25,7.93
20162025,씽,가스 제닝스,144938.0,8.74,0.0,8.75
20162025,씽,가스 제닝스,144938.0,8.39,6.0,8.03
20162025,씽,가스 제닝스,144938.0,8.69,7.08,8.18
20162025,씽,가스 제닝스,144938.0,9.28,8.4,9.25
20162025,씽,가스 제닝스,144938.0,8.86,8.75,8.76
20162025,씽,가스 제닝스,144938.0,8.15,4.0,8.3
20162025,씽,가스 제닝스,144938.0,10.0,0.0,6.05
20162025,씽,가스 제닝스,144938.0,0.0,0.0,6.9
20162025,씽,가스 제닝스,144938.0,8.21,7.55,7.76
20162025,씽,가스 제닝스,144938.0,9.27,6.0,9.18
20144641,판도라,박정우,132933.0,8.78,5.92,8.31
20144641,판도라,박정우,132933.0,8.8,5.44,8.68
20144641,판도라,박정우,132933.0,9.02,7.55,8.75
20144641,판도라,박정우,132933.0,8.53,6.72,8.37
20144641,판도라,박정우,132933.0,7.31,6.78,6.61
20144641,판도라,박정우,132933.0,8.03,5.5,7.95
20144641,판도라,박정우,132933.0,8.05,6.25,7.93
20144641,판도라,박정우,132933.0,8.73,6.38,8.8
20144641,판도라,박정우,132933.0,8.39,6.0,8.03
20144641,판도라,박정우,132933.0,7.53,4.0,4.31
20144641,판도라,박정우,132933.0,8.97,7.5,8.71
20144641,판도라,박정우,132933.0,8.69,7.08,8.18
20144641,판도라,박정우,132933.0,8.91,4.55,8.34
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.73,6.38,8.8
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.91,4.55,8.34
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.05,6.25,7.93
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.39,6.0,8.03
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.69,7.08,8.18
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.39,6.83,8.08
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.15,4.0,8.3
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.95,0.0,9.04
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,9.27,0.0,9.03
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.13,4.88,7.15
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,8.93,7.0,7.47
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,7.71,6.0,7.47
20162727,루돌프와 많이있어,유야마 쿠니히코,153951.0,9.27,6.0,9.18
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.74,0.0,8.75
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.97,7.5,8.71
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.86,8.75,8.76
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,9.14,6.0,9.02
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,9.44,6.0,8.68
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.13,4.88,7.15
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,7.75,8.5,8.9
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,0.0,0.0,5.22
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.83,7.0,8.74
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,8.83,5.0,8.27
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,152265.0,0.0,0.0,0.0
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.8,5.44,8.68
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,9.02,7.55,8.75
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.03,5.5,7.95
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,7.31,6.78,6.61
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.91,4.55,8.34
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.74,0.0,8.75
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.69,7.08,8.18
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.97,7.5,8.71
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.39,6.83,8.08
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.86,8.75,8.76
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.15,4.0,8.3
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,9.14,6.0,9.02
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,9.44,6.0,8.68
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,6.74,2.5,5.83
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,8.93,7.0,7.47
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,7.75,8.5,8.9
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,9.12,6.78,8.95
20152371,"당신, 거기 있어줄래요",홍지영,145292.0,9.27,6.0,9.18
20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,141675.0,0.0,0.0,0.0
19890291,해리가 샐리를 만났을 때,롭 라이너,10250.0,7.75,8.5,8.9
19890291,해리가 샐리를 만났을 때,롭 라이너,10250.0,9.36,0.0,9.17
19890291,해리가 샐리를 만났을 때,롭 라이너,10250.0,7.29,5.67,7.1
19890291,해리가 샐리를 만났을 때,롭 라이너,10250.0,9.12,6.78,8.95
19890291,해리가 샐리를 만났을 때,롭 라이너,10250.0,0.0,0.0,0.0
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,9.28,8.4,9.25
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,10.0,0.0,6.05
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,9.44,6.0,8.68
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,0.0,0.0,6.9
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,8.93,7.0,7.47
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,8.34,0.0,8.57
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,8.77,6.5,8.05
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,9.6,7.67,9.31
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,10.0,4.0,6.46
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,0.0,0.0,0.0
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,9.27,6.0,9.18
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,8.58,6.5,8.86
20161763,"나, 다니엘 블레이크",켄 로치,150376.0,8.83,5.0,8.27
20163014,7년-그들이 없는 언론,김진혁,146526.0,7.71,6.0,7.47
20163014,7년-그들이 없는 언론,김진혁,146526.0,9.12,6.78,8.95
20163014,7년-그들이 없는 언론,김진혁,146526.0,8.93,7.0,7.47
20163014,7년-그들이 없는 언론,김진혁,146526.0,9.44,6.0,8.68
20163014,7년-그들이 없는 언론,김진혁,146526.0,9.27,0.0,9.03
20163014,7년-그들이 없는 언론,김진혁,146526.0,8.95,0.0,9.04
20163014,7년-그들이 없는 언론,김진혁,146526.0,10.0,0.0,6.05
20163014,7년-그들이 없는 언론,김진혁,146526.0,9.14,6.0,9.02
20163014,7년-그들이 없는 언론,김진혁,146526.0,8.13,4.88,7.15
20163014,7년-그들이 없는 언론,김진혁,146526.0,8.21,7.55,7.76
20163014,7년-그들이 없는 언론,김진혁,146526.0,9.6,7.67,9.31
20161084,패신저스,모튼 틸덤,116233.0,8.03,5.5,7.95
20161084,패신저스,모튼 틸덤,116233.0,8.53,6.72,8.37
20161084,패신저스,모튼 틸덤,116233.0,8.8,5.44,8.68
20161084,패신저스,모튼 틸덤,116233.0,8.99,6.71,8.96
20161084,패신저스,모튼 틸덤,116233.0,8.9,8.34,8.59
20161084,패신저스,모튼 틸덤,116233.0,8.34,7.16,8.44
20161084,패신저스,모튼 틸덤,116233.0,9.02,7.55,8.75
20161084,패신저스,모튼 틸덤,116233.0,7.31,6.78,6.61
20161084,패신저스,모튼 틸덤,116233.0,8.73,6.38,8.8
20161084,패신저스,모튼 틸덤,116233.0,7.53,4.0,4.31
20161084,패신저스,모튼 틸덤,116233.0,9.28,8.4,9.25
20161084,패신저스,모튼 틸덤,116233.0,6.74,2.5,5.83
20161084,패신저스,모튼 틸덤,116233.0,9.12,6.78,8.95
20161084,패신저스,모튼 틸덤,116233.0,9.27,6.0,9.18
20150966,사랑하기 때문에,주지홍,140010.0,8.39,6.0,8.03
20150966,사랑하기 때문에,주지홍,140010.0,8.73,6.38,8.8
20150966,사랑하기 때문에,주지홍,140010.0,8.05,6.25,7.93
20150966,사랑하기 때문에,주지홍,140010.0,8.91,4.55,8.34
20150966,사랑하기 때문에,주지홍,140010.0,7.31,6.78,6.61
20150966,사랑하기 때문에,주지홍,140010.0,8.03,5.5,7.95
20150966,사랑하기 때문에,주지홍,140010.0,9.02,7.55,8.75
20150966,사랑하기 때문에,주지홍,140010.0,8.78,5.92,8.31
20150966,사랑하기 때문에,주지홍,140010.0,8.8,5.44,8.68
20150966,사랑하기 때문에,주지홍,140010.0,8.53,6.72,8.37
20150966,사랑하기 때문에,주지홍,140010.0,8.15,4.0,8.3
20150966,사랑하기 때문에,주지홍,140010.0,8.77,6.5,8.15
20150966,사랑하기 때문에,주지홍,140010.0,8.83,5.0,8.27
20150966,사랑하기 때문에,주지홍,140010.0,9.44,6.0,8.68
20150966,사랑하기 때문에,주지홍,140010.0,9.28,8.4,9.25
20150966,사랑하기 때문에,주지홍,140010.0,8.39,6.83,8.08
20165153,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린,156675.0,0.0,0.0,5.22
20151181,여교사,김태용,139673.0,7.31,6.78,6.61
20151181,여교사,김태용,139673.0,8.03,5.5,7.95
20151181,여교사,김태용,139673.0,8.53,6.72,8.37
20151181,여교사,김태용,139673.0,9.02,7.55,8.75
20151181,여교사,김태용,139673.0,8.78,5.92,8.31
20151181,여교사,김태용,139673.0,8.99,6.71,8.96
20151181,여교사,김태용,139673.0,8.8,5.44,8.68
20151181,여교사,김태용,139673.0,8.91,4.55,8.34
20151181,여교사,김태용,139673.0,8.74,0.0,8.75
20151181,여교사,김태용,139673.0,8.39,6.0,8.03
20151181,여교사,김태용,139673.0,8.73,6.38,8.8
20151181,여교사,김태용,139673.0,7.53,4.0,4.31
20151181,여교사,김태용,139673.0,8.97,7.5,8.71
20151181,여교사,김태용,139673.0,8.69,7.08,8.18
20151181,여교사,김태용,139673.0,8.39,6.83,8.08
20164421,어쌔신 크리드,저스틴 커젤,118307.0,7.29,5.67,7.1
20164421,어쌔신 크리드,저스틴 커젤,118307.0,9.27,0.0,9.03
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.97,7.5,8.71
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.39,6.0,8.03
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.73,6.38,8.8
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.05,6.25,7.93
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.74,0.0,8.75
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.03,5.5,7.95
20164421,어쌔신 크리드,저스틴 커젤,118307.0,9.02,7.55,8.75
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.99,6.71,8.96
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.34,7.16,8.44
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.9,8.34,8.59
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.78,5.92,8.31
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.8,5.44,8.68
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.53,6.72,8.37
20164421,어쌔신 크리드,저스틴 커젤,118307.0,7.31,6.78,6.61
20164421,어쌔신 크리드,저스틴 커젤,118307.0,8.69,7.08,8.18
20164421,어쌔신 크리드,저스틴 커젤,118307.0,10.0,0.0,6.05
20164421,어쌔신 크리드,저스틴 커젤,118307.0,9.36,0.0,9.17
20168381,얼라이드,로버트 저메키스,149777.0,8.58,6.5,8.86
20168381,얼라이드,로버트 저메키스,149777.0,9.6,7.67,9.31
20168381,얼라이드,로버트 저메키스,149777.0,9.12,6.78,8.95
20168381,얼라이드,로버트 저메키스,149777.0,8.77,6.5,8.15
20168381,얼라이드,로버트 저메키스,149777.0,8.15,4.0,8.3
20168381,얼라이드,로버트 저메키스,149777.0,8.86,8.75,8.76
20168381,얼라이드,로버트 저메키스,149777.0,8.39,6.83,8.08
20168381,얼라이드,로버트 저메키스,149777.0,8.97,7.5,8.71
20168381,얼라이드,로버트 저메키스,149777.0,8.69,7.08,8.18
20168381,얼라이드,로버트 저메키스,149777.0,8.39,6.0,8.03
20168381,얼라이드,로버트 저메키스,149777.0,8.05,6.25,7.93
20168381,얼라이드,로버트 저메키스,149777.0,8.53,6.72,8.37
20168381,얼라이드,로버트 저메키스,149777.0,8.8,5.44,8.68
20168381,얼라이드,로버트 저메키스,149777.0,8.78,5.92,8.31
20168381,얼라이드,로버트 저메키스,149777.0,8.9,8.34,8.59
20168381,얼라이드,로버트 저메키스,149777.0,8.99,6.71,8.96
20168381,얼라이드,로버트 저메키스,149777.0,9.02,7.55,8.75
20168381,얼라이드,로버트 저메키스,149777.0,8.03,5.5,7.95
20168381,얼라이드,로버트 저메키스,149777.0,7.31,6.78,6.61
20168381,얼라이드,로버트 저메키스,149777.0,8.91,4.55,8.34
20168324,반지의 제왕 : 반지원정대 (확장판),피터 잭슨,31794.0,7.71,6.0,7.47
20168664,반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,31795.0,10.0,4.0,6.46
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.77,6.5,8.05
20163186,단지 세상의 끝,자비에 돌란,137958.0,7.29,5.67,7.1
20163186,단지 세상의 끝,자비에 돌란,137958.0,0.0,0.0,6.9
20163186,단지 세상의 끝,자비에 돌란,137958.0,9.44,6.0,8.68
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.39,6.83,8.08
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.69,7.08,8.18
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.74,0.0,8.75
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.73,6.38,8.8
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.39,6.0,8.03
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.97,7.5,8.71
20163186,단지 세상의 끝,자비에 돌란,137958.0,8.95,0.0,9.04
20163186,단지 세상의 끝,자비에 돌란,137958.0,6.74,2.5,5.83
20163186,단지 세상의 끝,자비에 돌란,137958.0,7.96,6.0,7.94
20168689,반지의 제왕 : 왕의 귀환 (확장판),피터 잭슨,31796.0,8.83,7.0,8.74
20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,158266.0,8.83,5.0,8.27
20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,158266.0,0.0,0.0,5.22
20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,158266.0,8.21,7.55,7.76
