movieCd,movieNm,director,naver_movieCd,ntz_see_score,spc_score,ntz_score
20158047,발레리안: 천 개 행성의 도시,뤽 베송,,,,
20172064,마더!,대런 아로노프스키,,,,
20176761,잠깐만 회사 좀 관두고 올게,나루시마 이즈루,,,,
20164481,유리정원,신수원,,,,
20174103,배저로와 친구들: 신비한 모험,룬 스파안스,,,,
20162442,청년경찰,김주환,,,,
20162869,택시운전사,장훈,,,,
20164174,브이아이피,박훈정,,,,
20179491,아토믹 블론드,데이빗 레이치,,,,
20151003,장산범,허정,,,,
20179407,로마의 휴일,이덕희,,,,
20179901,혹성탈출: 종의 전쟁,맷 리브스,,,,
20179187,공범자들,최승호,,,,
20179696,그것,안드레스 무시에티,,,,
20170268,매혹당한 사람들,소피아 코폴라,,,,
20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,,,
20171923,저수지 게임,최진성,,,,
20172148,몬스터 섬의 비밀,레오폴도 아귈라,,,,
20160703,"좋아해, 너를",이마이즈미 리키야,,,,
20177541,아메리칸 메이드,더그 라이만,,,,
20170607,몬스터 콜,후안 안토니오 바요나,,,,
20170302,윈드 리버,테일러 쉐리던,,,,
20161481,군함도,류승완,146506.0,8.83,5.0,8.27
20161481,군함도,류승완,146506.0,8.95,0.0,9.04
20161481,군함도,류승완,146506.0,7.53,4.0,4.31
20161481,군함도,류승완,146506.0,8.05,6.25,7.93
20168241,잃어버린 도시 Z,제임스 그레이,,,,
20173403,슈퍼배드 3,피에르 꼬팽,,,,
20164621,덩케르크,크리스토퍼 놀란,,,,
20167303,스파이더맨: 홈 커밍,존 와츠,,,,
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,,,
20174801,내 사랑,에이슬링 월쉬,,,,
20177181,47 미터,조하네스 로버츠,,,,
20177501,플립,롭 라이너,,,,
20175522,카3: 새로운 도전,브라이언 피,,,,
20170124,명탐정 코난:진홍의 연가,시즈노 코분,,,,
20179186,이모티: 더 무비,토니 레온디스,,,,
20161081,애나벨 : 인형의 주인,데이비드 F. 샌드버그,,,,
20178762,파리로 가는 길,엘레노어 코폴라,,,,
20178641,빅풋 주니어,제레미 드그루손,,,,
20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,141675.0,0.0,0.0,0.0
20179226,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,,,
20170022,다크타워: 희망의 탑,니콜라이 아르셀,,,,
20165001,더 테이블,김종관,,,,
20170389,극장판 위 베어 베어스: 곰 브라더스,매니 에르난데스,,,,
20178982,박열,이준익,,,,
20166967,트랜스포머: 최후의 기사,마이클 베이,,,,
20159647,리얼,이사랑,,,,
20158485,옥자,봉준호,,,,
20166488,미이라,알렉스 커츠먼,,,,
20166384,하루,조선호,,,,
20176961,지랄발광 17세,켈리 프레몬,,,,
20162343,악녀,정병길,,,,
20178121,부니베어: 로거빅 컴백홈 프로젝트,정량,,,,
20175821,언더더씨,에반 트라멜,,,,
20020186,헤드윅,존 카메론 밋첼,,,,
20174602,노무현입니다,이창재,,,,
20176102,그 후,홍상수,,,,
20176983,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,,,
20176511,베를린 신드롬,케이트 쇼트랜드,,,,
20179807,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],---,,,,
20176741,꼬마참새 리차드: 아프리카 원정대,토비 젠켈,,,,
20177202,토마스와 친구들: 수수께끼 해적선과 보물찾기,데이비드 스토튼,,,,
20081056,다크 나이트,크리스토퍼 놀란,,,,
20177761,오즈: 신기한 마법가루,블라디미르 토로프킨,,,,
20176562,예수는 역사다,존 건,,,,
20179245,판타스틱 단편 걸작선 1,---,,,,
20161872,너의 이름은.,신카이 마코토,150198.0,9.02,7.55,8.75
20161872,너의 이름은.,신카이 마코토,150198.0,8.8,5.44,8.68
20161872,너의 이름은.,신카이 마코토,150198.0,8.9,8.34,8.59
20161872,너의 이름은.,신카이 마코토,150198.0,8.34,7.16,8.44
20161872,너의 이름은.,신카이 마코토,150198.0,8.65,5.77,8.1
20161872,너의 이름은.,신카이 마코토,150198.0,8.99,6.71,8.96
20176781,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,,,,
20177701,위시 어폰,존 R. 레오네티,,,,
20178646,송 투 송,테렌스 맬릭,,,,
20168261,원더 우먼,팻티 젠킨스,,,,
20169348,대립군,정윤철,,,,
20170982,캐리비안의 해적: 죽은 자는 말이 없다,에스펜 샌버그,,,,
20175262,겟 아웃,조던 필,,,,
20174803,7번째 내가 죽던 날,라이 루소 영,,,,
20164844,불한당: 나쁜 놈들의 세상,변성현,,,,
20162629,하이큐!! 끝과 시작,미츠나카 스스무,,,,
20173642,너와 100번째 사랑,츠키카와 쇼,,,,
20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,,,
20174061,보스 베이비,톰 맥그라스,,,,
20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,158266.0,8.21,7.55,7.76
20175581,파워배틀 와치카: 와치가면의 역습,이영준,,,,
20160483,꿈의 제인,조현훈,,,,
20173833,심야식당 2,마츠오카 조지,,,,
20175142,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,,,,
20168041,용순,신준,,,,
20175423,나의 붉은고래,양선,,,,
20175662,엘르,폴 버호벤,,,,
20172241,꼬마돼지 베이브의 대모험,테레사 스트로젝,,,,
20176201,더 서클,제임스 폰솔트,,,,
20175982,다크 하우스,대런 린 보우즈만,,,,
20040526,첫키스만 50번째,피터 시걸,,,,
20161726,임금님의 사건수첩,문현성,,,,
20162871,특별시민,박인제,,,,
20167542,분노의 질주: 더 익스트림,F. 게리 그레이,,,,
20161665,스머프: 비밀의 숲,캘리 애스버리,,,,
20174165,극장판 또봇: 로봇군단의 습격,고동우,,,,
20164721,미녀와 야수,빌 콘돈,,,,
20151227,아빠는 딸,김형협,,,,
20173301,"서서평, 천천히 평온하게",홍주연,,,,
20164829,나는 부정한다,믹 잭슨,,,,
20172541,오두막,스튜어트 하젤딘,,,,
20163603,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,,,
20162722,보안관,김형주,,,,
20173061,슈퍼 빼꼼: 스파이 대작전,임아론,,,,
20174501,오즈의 마법사 2,알버토 마르,,,,
20170321,목소리의 형태,야마다 나오코,,,,
20156708,석조저택 살인사건,정식,,,,
20163185,언노운 걸,장 피에르 다르덴,,,,
20179382,에이리언: 커버넌트,리들리 스콧,99715.0,9.27,6.0,9.18
20179382,에이리언: 커버넌트,리들리 스콧,99715.0,9.6,7.67,9.31
20179382,에이리언: 커버넌트,리들리 스콧,99715.0,8.77,6.5,8.05
20179382,에이리언: 커버넌트,리들리 스콧,99715.0,9.12,6.78,8.95
20173961,킹 아서: 제왕의 검,가이 리치,,,,
20174721,로스트 인 파리,도미니크 아벨,,,,
20172522,정글북,타파스 차크라바르티,,,,
20174644,길,정인봉,,,,
20175461,암살교실: 졸업편,하스미 에이이치로,,,,
20162181,프리즌,나현,,,,
20163194,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,,,
20151230,원라인,양경모,,,,
20167363,히든 피겨스,데오도르 멜피,,,,
20167902,보통사람,김봉한,,,,
20167005,데스노트: 더 뉴 월드,사토 신스케,,,,
20167364,미스 슬로운,존 매든,,,,
20171661,아기돼지 3형제와 매직램프,유위,,,,
20179442,밤의 해변에서 혼자,홍상수,,,,
20171801,극장판 암살교실 : 365일의 시간,키시 세이지,,,,
20171381,라이프,다니엘 에스피노사,,,,
20167901,어느날,이윤기,,,,
20161923,시간위의 집,임대웅,,,,
20171781,패트리어트 데이,피터 버그,,,,
20173444,링스,하비에르 구티에레즈,,,,
20162607,슈퍼 버드,리카르도 아나이즈,,,,
20040525,패션 오브 크라이스트,멜 깁슨,,,,
20173690,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,,,,
20170741,지니어스,마이클 그랜다지,,,,
20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,,,,
20174023,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,,,,
20179662,파워레인져스: 더 비기닝,딘 이스라엘리트,,,,
20174561,더 플랜,최진성,,,,
20172125,파운더,존 리 행콕,,,,
20173121,콜로설,나초 비갈론도,,,,
20149317,가디언즈 오브 갤럭시,제임스 건,,,,
20172641,마리안느와 마가렛,윤세영,,,,
20150971,해빙,이수연,137875.0,8.34,0.0,8.57
20150971,해빙,이수연,137875.0,8.13,4.88,7.15
20150971,해빙,이수연,137875.0,6.74,2.5,5.83
20150971,해빙,이수연,137875.0,0.0,0.0,6.9
20150971,해빙,이수연,137875.0,9.27,0.0,9.03
20161827,로건,제임스 맨골드,117787.0,9.27,6.0,9.18
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,8.58,6.5,8.86
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,7.75,8.5,8.9
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,7.29,5.67,7.1
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,9.44,6.0,8.68
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,9.14,6.0,9.02
20170241,23 아이덴티티,M. 나이트 샤말란,144927.0,8.77,6.5,8.15
20166421,재심,김태윤,149512.0,8.83,5.0,8.27
20166421,재심,김태윤,149512.0,0.0,0.0,0.0
20166421,재심,김태윤,149512.0,8.21,7.55,7.76
20166421,재심,김태윤,149512.0,8.93,7.0,7.47
20166421,재심,김태윤,149512.0,9.36,0.0,9.17
20166421,재심,김태윤,149512.0,0.0,0.0,5.22
20166421,재심,김태윤,149512.0,8.58,6.5,8.86
20166421,재심,김태윤,149512.0,9.6,7.67,9.31
20166421,재심,김태윤,149512.0,10.0,4.0,6.46
20166421,재심,김태윤,149512.0,9.27,6.0,9.18
20166421,재심,김태윤,149512.0,7.71,6.0,7.47
20161744,트롤,마이크 미첼,,,,
20158799,눈길,이나정,,,,
20150964,조작된 도시,박광현,127382.0,0.0,0.0,0.0
20150964,조작된 도시,박광현,127382.0,9.6,7.67,9.31
20150964,조작된 도시,박광현,127382.0,8.83,7.0,8.74
20150964,조작된 도시,박광현,127382.0,8.83,5.0,8.27
20150964,조작된 도시,박광현,127382.0,9.27,6.0,9.18
20150964,조작된 도시,박광현,127382.0,8.77,6.5,8.05
20150964,조작된 도시,박광현,127382.0,8.34,0.0,8.57
20150964,조작된 도시,박광현,127382.0,7.71,6.0,7.47
20150964,조작된 도시,박광현,127382.0,10.0,4.0,6.46
20165927,문라이트,배리 젠킨스,,,,
20166468,사일런스,마틴 스콜세지,90922.0,8.83,5.0,8.27
20166468,사일런스,마틴 스콜세지,90922.0,9.6,7.67,9.31
20166468,사일런스,마틴 스콜세지,90922.0,0.0,0.0,0.0
20166468,사일런스,마틴 스콜세지,90922.0,10.0,4.0,6.46
20166468,사일런스,마틴 스콜세지,90922.0,8.21,7.55,7.76
20166468,사일런스,마틴 스콜세지,90922.0,0.0,0.0,5.22
20166468,사일런스,마틴 스콜세지,90922.0,8.58,6.5,8.86
20166101,존 윅 - 리로드,채드 스타헬스키,,,,
20168183,콩: 스컬 아일랜드,조던 복트-로버츠,,,,
20168750,파도가 지나간 자리,데릭 시엔프랜스,,,,
20170761,걸 온 더 트레인,테이트 테일러,,,,
20170509,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,,,
20167905,비정규직 특수요원,김덕수,,,,
20178942,스페이스 비트윈 어스,피터 첼섬,,,,
20170221,골드,스티븐 개건,,,,
20168742,아우토반,에란 크리비,110379.0,0.0,0.0,0.0
20168742,아우토반,에란 크리비,110379.0,7.75,8.5,8.9
20168742,아우토반,에란 크리비,110379.0,7.29,5.67,7.1
20168742,아우토반,에란 크리비,110379.0,6.74,2.5,5.83
20168742,아우토반,에란 크리비,110379.0,8.95,0.0,9.04
20170382,개구리왕국 2,펭 페이,,,,
20164926,분노,이상일,,,,
20151228,공조,김성훈,142384.0,8.83,5.0,8.27
20151228,공조,김성훈,142384.0,7.71,6.0,7.47
20151228,공조,김성훈,142384.0,7.96,6.0,7.94
20151228,공조,김성훈,142384.0,7.29,5.67,7.1
20151228,공조,김성훈,142384.0,9.14,6.0,9.02
20151228,공조,김성훈,142384.0,9.28,8.4,9.25
20151228,공조,김성훈,142384.0,8.86,8.75,8.76
20151228,공조,김성훈,142384.0,8.69,7.08,8.18
20151228,공조,김성훈,142384.0,8.97,7.5,8.71
20151228,공조,김성훈,142384.0,7.53,4.0,4.31
20151228,공조,김성훈,142384.0,8.39,6.0,8.03
20151228,공조,김성훈,142384.0,8.74,0.0,8.75
20151228,공조,김성훈,142384.0,8.05,6.25,7.93
20151228,공조,김성훈,142384.0,7.31,6.78,6.61
20151228,공조,김성훈,142384.0,8.03,5.5,7.95
20151228,공조,김성훈,142384.0,9.02,7.55,8.75
20151228,공조,김성훈,142384.0,8.9,8.34,8.59
20151228,공조,김성훈,142384.0,8.34,7.16,8.44
20151228,공조,김성훈,142384.0,8.65,5.77,8.1
20151229,더 킹,한재림,144314.0,8.39,6.83,8.08
20151229,더 킹,한재림,144314.0,8.69,7.08,8.18
20151229,더 킹,한재림,144314.0,7.53,4.0,4.31
20151229,더 킹,한재림,144314.0,8.73,6.38,8.8
20151229,더 킹,한재림,144314.0,8.05,6.25,7.93
20151229,더 킹,한재림,144314.0,8.91,4.55,8.34
20151229,더 킹,한재림,144314.0,7.31,6.78,6.61
20151229,더 킹,한재림,144314.0,8.03,5.5,7.95
20151229,더 킹,한재림,144314.0,8.53,6.72,8.37
20151229,더 킹,한재림,144314.0,8.8,5.44,8.68
20151229,더 킹,한재림,144314.0,8.99,6.71,8.96
20151229,더 킹,한재림,144314.0,8.34,7.16,8.44
20151229,더 킹,한재림,144314.0,8.65,5.77,8.1
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,10.0,4.0,6.46
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,7.96,6.0,7.94
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,9.36,0.0,9.17
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.77,6.5,8.15
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,7.75,8.5,8.9
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,0.0,0.0,6.9
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.15,4.0,8.3
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.69,7.08,8.18
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,7.53,4.0,4.31
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.39,6.0,8.03
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.73,6.38,8.8
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.91,4.55,8.34
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.05,6.25,7.93
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,7.31,6.78,6.61
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,9.02,7.55,8.75
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.78,5.92,8.31
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.99,6.71,8.96
20168688,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,110333.0,8.9,8.34,8.59
20165443,모아나,론 클레멘츠,130849.0,0.0,0.0,0.0
20165443,모아나,론 클레멘츠,130849.0,8.21,7.55,7.76
20165443,모아나,론 클레멘츠,130849.0,7.29,5.67,7.1
20165443,모아나,론 클레멘츠,130849.0,0.0,0.0,6.9
20165443,모아나,론 클레멘츠,130849.0,8.15,4.0,8.3
20165443,모아나,론 클레멘츠,130849.0,7.53,4.0,4.31
20165443,모아나,론 클레멘츠,130849.0,8.05,6.25,7.93
20165443,모아나,론 클레멘츠,130849.0,9.02,7.55,8.75
20165443,모아나,론 클레멘츠,130849.0,8.8,5.44,8.68
20165443,모아나,론 클레멘츠,130849.0,8.99,6.71,8.96
20165443,모아나,론 클레멘츠,130849.0,8.9,8.34,8.59
20165443,모아나,론 클레멘츠,130849.0,8.34,7.16,8.44
20165443,모아나,론 클레멘츠,130849.0,8.78,5.92,8.31
20167324,라이언,가스 데이비스,134841.0,7.71,6.0,7.47
20167324,라이언,가스 데이비스,134841.0,8.21,7.55,7.76
20167324,라이언,가스 데이비스,134841.0,9.12,6.78,8.95
20167324,라이언,가스 데이비스,134841.0,8.13,4.88,7.15
20168154,딥워터 호라이즌,피터 버그,137346.0,8.77,6.5,8.05
20168154,딥워터 호라이즌,피터 버그,137346.0,7.96,6.0,7.94
20168154,딥워터 호라이즌,피터 버그,137346.0,8.77,6.5,8.15
20168154,딥워터 호라이즌,피터 버그,137346.0,6.74,2.5,5.83
20168154,딥워터 호라이즌,피터 버그,137346.0,9.28,8.4,9.25
20168154,딥워터 호라이즌,피터 버그,137346.0,8.97,7.5,8.71
20168154,딥워터 호라이즌,피터 버그,137346.0,8.74,0.0,8.75
20168154,딥워터 호라이즌,피터 버그,137346.0,8.73,6.38,8.8
20168154,딥워터 호라이즌,피터 버그,137346.0,8.69,7.08,8.18
20168154,딥워터 호라이즌,피터 버그,137346.0,8.86,8.75,8.76
20168154,딥워터 호라이즌,피터 버그,137346.0,8.15,4.0,8.3
20168154,딥워터 호라이즌,피터 버그,137346.0,10.0,0.0,6.05
20168154,딥워터 호라이즌,피터 버그,137346.0,9.27,0.0,9.03
20168154,딥워터 호라이즌,피터 버그,137346.0,8.95,0.0,9.04
20168154,딥워터 호라이즌,피터 버그,137346.0,8.39,6.83,8.08
20168154,딥워터 호라이즌,피터 버그,137346.0,8.39,6.0,8.03
20168154,딥워터 호라이즌,피터 버그,137346.0,7.31,6.78,6.61
20168154,딥워터 호라이즌,피터 버그,137346.0,8.53,6.72,8.37
20168154,딥워터 호라이즌,피터 버그,137346.0,8.8,5.44,8.68
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.58,6.5,8.86
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,0.0,0.0,0.0
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.34,0.0,8.57
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.93,7.0,7.47
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,9.14,6.0,9.02
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,9.28,8.4,9.25
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.39,6.83,8.08
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.86,8.75,8.76
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.97,7.5,8.71
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,149050.0,8.69,7.08,8.18
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,9.6,7.67,9.31
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,10.0,4.0,6.46
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.34,0.0,8.57
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,7.96,6.0,7.94
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.77,6.5,8.15
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.95,0.0,9.04
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.86,8.75,8.76
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.97,7.5,8.71
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.05,6.25,7.93
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,8.74,0.0,8.75
20163845,터닝메카드W: 블랙미러의 부활,김석원,155484.0,9.28,8.4,9.25
20179281,컨택트,드니 빌뇌브,136869.0,0.0,0.0,0.0
20179281,컨택트,드니 빌뇌브,136869.0,9.12,6.78,8.95
20179281,컨택트,드니 빌뇌브,136869.0,7.29,5.67,7.1
20179281,컨택트,드니 빌뇌브,136869.0,9.44,6.0,8.68
20179281,컨택트,드니 빌뇌브,136869.0,9.14,6.0,9.02
20179281,컨택트,드니 빌뇌브,136869.0,9.27,0.0,9.03
20179281,컨택트,드니 빌뇌브,136869.0,8.97,7.5,8.71
20179281,컨택트,드니 빌뇌브,136869.0,7.53,4.0,4.31
20179281,컨택트,드니 빌뇌브,136869.0,8.91,4.55,8.34
20179281,컨택트,드니 빌뇌브,136869.0,7.31,6.78,6.61
20179281,컨택트,드니 빌뇌브,136869.0,8.03,5.5,7.95
20179281,컨택트,드니 빌뇌브,136869.0,8.78,5.92,8.31
20179281,컨택트,드니 빌뇌브,136869.0,8.99,6.71,8.96
20179281,컨택트,드니 빌뇌브,136869.0,8.8,5.44,8.68
20179281,컨택트,드니 빌뇌브,136869.0,9.02,7.55,8.75
20179281,컨택트,드니 빌뇌브,136869.0,8.53,6.72,8.37
20165822,매기스 플랜,레베카 밀러,136859.0,0.0,0.0,0.0
20165822,매기스 플랜,레베카 밀러,136859.0,9.12,6.78,8.95
20165822,매기스 플랜,레베카 밀러,136859.0,7.29,5.67,7.1
20165822,매기스 플랜,레베카 밀러,136859.0,6.74,2.5,5.83
20165822,매기스 플랜,레베카 밀러,136859.0,8.95,0.0,9.04
20165822,매기스 플랜,레베카 밀러,136859.0,8.15,4.0,8.3
20162873,레고 배트맨 무비,크리스 맥케이,,,,
20154342,뚜르: 내 생애 최고의 49일,전일우,142304.0,10.0,4.0,6.46
20167644,발레리나,에릭 섬머,,,,
20167716,트리플 엑스 리턴즈,D.J. 카루소,102278.0,8.77,6.5,8.05
20167716,트리플 엑스 리턴즈,D.J. 카루소,102278.0,7.96,6.0,7.94
20167716,트리플 엑스 리턴즈,D.J. 카루소,102278.0,8.13,4.88,7.15
20167716,트리플 엑스 리턴즈,D.J. 카루소,102278.0,9.27,0.0,9.03
20167716,트리플 엑스 리턴즈,D.J. 카루소,102278.0,10.0,0.0,6.05
20178881,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,158849.0,7.75,8.5,8.9
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,8.77,6.5,8.05
20161141,50가지 그림자: 심연,제임스 폴리,144081.0,9.36,0.0,9.17
