rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
9,9,-1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,102195800,1.1,49181800,92.8,237976800,13025,5381,70.4,32344,334,492,2017-01-27,
10,10,3,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,41072500,0.4,26417500,180.3,70249500,6183,3971,179.5,10632,145,201,2017-01-27,
1,1,0,OLD,20151228,공조,2017-01-18,4057287634,57.6,2226979734,121.7,18598631869,472221,233796,98.1,2332218,1177,5360,2017-01-27,_K
2,2,0,OLD,20151229,더 킹,2017-01-18,2826186112,40.1,1183849712,72.1,23477448841,326785,114253,53.8,2912206,1118,5067,2017-01-27,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,148641200,2.1,100608900,209.5,2438085500,18976,12056,174.2,329494,412,612,2017-01-27,_K
4,4,0,OLD,20161725,마스터,2016-12-21,11611500,0.2,6721500,137.5,58006116465,1386,697,101.2,7141494,46,67,2017-01-27,_K
5,5,5,OLD,20144641,판도라,2016-12-07,1199500,0.0,779500,185.6,36055731064,279,175,168.3,4582106,3,3,2017-01-27,_K
6,6,0,OLD,20151181,여교사,2017-01-04,1617000,0.0,433000,36.6,943088460,271,61,29,115184,13,14,2017-01-27,_K
7,7,4,OLD,20163014,7년-그들이 없는 언론,2017-01-12,941000,0.0,252300,36.6,123180000,129,29,29,15689,15,16,2017-01-27,_K
8,8,0,OLD,20157631,다른 길이 있다,2017-01-19,889000,0.0,29500,3.4,17989200,117,2,1.7,2250,10,12,2017-01-27,_K
9,8,-1,OLD,20160881,문영,2017-01-12,946000,0.0,-413000,-30.4,46897899,117,-41,-25.9,6237,8,11,2017-01-27,_K
10,10,-5,OLD,20150966,사랑하기 때문에,2017-01-04,226000,0.0,-1539000,-87.2,2669456440,45,-262,-85.3,340221,5,5,2017-01-27,_K
1,1,1,OLD,20165443,모아나,2017-01-12,732270400,29.5,422790300,136.6,11775102907,88759,45805,106.6,1519092,693,1650,2017-01-27,_F
2,2,-1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,703366389,28.3,129102489,22.5,1755966689,78851,6097,8.4,223044,578,1759,2017-01-27,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,449140500,18.1,149466900,49.9,26275083856,53932,14482,36.7,3266610,529,1094,2017-01-27,_F
4,4,1,OLD,20167904,라라랜드,2016-12-07,146189400,5.9,48498100,49.6,25780757328,16867,4187,33,3080648,189,316,2017-01-27,_F
5,5,-1,OLD,20168154,딥워터 호라이즌,2017-01-25,109502977,4.4,9493077,9.5,301751477,13037,-295,-2.2,41023,400,739,2017-01-27,_F
6,6,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,102195800,4.1,49181800,92.8,237976800,13025,5381,70.4,32344,334,492,2017-01-27,_F
7,7,3,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,41072500,1.7,26417500,180.3,70249500,6183,3971,179.5,10632,145,201,2017-01-27,_F
8,8,0,OLD,20168381,얼라이드,2017-01-11,43864000,1.8,14023500,47,3996281179,4794,1030,27.4,486525,128,182,2017-01-27,_F
9,9,-2,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,42298100,1.7,-14341800,-25.3,144561000,3510,-1037,-22.8,12452,45,50,2017-01-27,_F
10,10,1,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,24609100,1.0,9740000,65.5,88449700,3066,893,41.1,11864,198,250,2017-01-27,_F
1,1,0,OLD,20151228,공조,2017-01-18,5774705700,47.8,1717418066,42.3,24373337569,664830,192609,40.8,2997048,1279,5806,2017-01-28,
2,2,0,OLD,20151229,더 킹,2017-01-18,3768450768,31.2,942264656,33.3,27245899609,429935,103150,31.6,3342141,1113,4974,2017-01-28,
3,3,0,OLD,20165443,모아나,2017-01-12,711520300,5.9,-20750100,-2.8,12486623207,83424,-5335,-6,1602516,689,1620,2017-01-28,
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,755843534,6.3,52477145,7.5,2511810223,83047,4196,5.3,306091,585,1708,2017-01-28,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,394476500,3.3,-54664000,-12.2,26669560356,45660,-8272,-15.3,3312270,499,1032,2017-01-28,
6,6,1,OLD,20167904,라라랜드,2016-12-07,167443100,1.4,21253700,14.5,25948200428,19012,2145,12.7,3099660,205,344,2017-01-28,
7,7,1,OLD,20168154,딥워터 호라이즌,2017-01-25,108235166,0.9,-1267811,-1.2,409986643,12832,-205,-1.6,53855,341,581,2017-01-28,
8,8,-2,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,86230000,0.7,-62411200,-42,2524315500,10653,-8323,-43.9,340147,362,513,2017-01-28,
9,9,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,82972200,0.7,-19223600,-18.8,320949000,10168,-2857,-21.9,42512,315,452,2017-01-28,
10,10,1,OLD,20168381,얼라이드,2017-01-11,58572900,0.5,14708900,33.5,4054854079,6335,1541,32.1,492860,134,192,2017-01-28,
1,1,0,OLD,20151228,공조,2017-01-18,5774705700,59.9,1717418066,42.3,24373337569,664830,192609,40.8,2997048,1279,5806,2017-01-28,_K
2,2,0,OLD,20151229,더 킹,2017-01-18,3768450768,39.1,942264656,33.3,27245899609,429935,103150,31.6,3342141,1113,4974,2017-01-28,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,86230000,0.9,-62411200,-42,2524315500,10653,-8323,-43.9,340147,362,513,2017-01-28,_K
4,4,0,OLD,20161725,마스터,2016-12-21,12098500,0.1,487000,4.2,58018214965,1430,44,3.2,7142924,40,53,2017-01-28,_K
5,5,0,OLD,20144641,판도라,2016-12-07,1292000,0.0,92500,7.7,36057023064,290,11,3.9,4582396,4,4,2017-01-28,_K
6,6,0,OLD,20151181,여교사,2017-01-04,1576000,0.0,-41000,-2.5,944664460,277,6,2.2,115461,10,11,2017-01-28,_K
7,7,0,NEW,19820052,애인,1982-07-24,267000,0.0,267000,100,1681000,135,135,100,842,1,2,2017-01-28,_K
8,8,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,650200,0.0,-290800,-30.9,123830200,83,-46,-35.7,15772,9,10,2017-01-28,_K
9,9,-1,OLD,20157631,다른 길이 있다,2017-01-19,638500,0.0,-250500,-28.2,18627700,72,-45,-38.5,2322,12,14,2017-01-28,_K
10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,344000,0.0,118000,52.2,2669800440,69,24,53.3,340290,5,5,2017-01-28,_K
1,1,0,OLD,20165443,모아나,2017-01-12,711520300,29.3,-20750100,-2.8,12486623207,83424,-5335,-6,1602516,689,1620,2017-01-28,_F
2,2,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,755843534,31.1,52477145,7.5,2511810223,83047,4196,5.3,306091,585,1708,2017-01-28,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,394476500,16.2,-54664000,-12.2,26669560356,45660,-8272,-15.3,3312270,499,1032,2017-01-28,_F
4,4,0,OLD,20167904,라라랜드,2016-12-07,167443100,6.9,21253700,14.5,25948200428,19012,2145,12.7,3099660,205,344,2017-01-28,_F
5,5,0,OLD,20168154,딥워터 호라이즌,2017-01-25,108235166,4.5,-1267811,-1.2,409986643,12832,-205,-1.6,53855,341,581,2017-01-28,_F
6,6,0,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,82972200,3.4,-19223600,-18.8,320949000,10168,-2857,-21.9,42512,315,452,2017-01-28,_F
7,7,1,OLD,20168381,얼라이드,2017-01-11,58572900,2.4,14708900,33.5,4054854079,6335,1541,32.1,492860,134,192,2017-01-28,_F
8,8,-1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,23060000,0.9,-18012500,-43.9,93309500,3434,-2749,-44.5,14066,127,166,2017-01-28,_F
9,9,2,OLD,20165822,매기스 플랜,2017-01-25,24436300,1.0,-1384500,-5.4,109682400,2803,-228,-7.5,13611,81,113,2017-01-28,_F
10,10,2,OLD,20166707,재키,2017-01-25,20924300,0.9,61800,0.3,79998100,2467,-47,-1.9,9951,79,117,2017-01-28,_F
1,1,0,OLD,20151228,공조,2017-01-18,6821569400,47.1,1046863700,18.1,31194906969,797994,133164,20,3795042,1383,6249,2017-01-29,
2,2,0,OLD,20151229,더 킹,2017-01-18,4253621700,29.4,485170932,12.9,31499521309,493218,63283,14.7,3835359,1117,4889,2017-01-29,
3,3,0,OLD,20165443,모아나,2017-01-12,1047316300,7.2,335796000,47.2,13533939507,126246,42822,51.3,1728762,708,1637,2017-01-29,
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,930224650,6.4,174381116,23.1,3442034873,103452,20405,24.6,409543,599,1676,2017-01-29,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,464872400,3.2,70395900,17.8,27134432756,55061,9401,20.6,3367331,492,1012,2017-01-29,
6,6,2,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,180520900,1.2,94290900,109.3,2704836400,22616,11963,112.3,362763,401,589,2017-01-29,
7,7,-1,OLD,20167904,라라랜드,2016-12-07,196314100,1.4,28871000,17.2,26144514528,22454,3442,18.1,3122114,204,346,2017-01-29,
8,8,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,153413400,1.1,70441200,84.9,474362400,19385,9217,90.6,61897,326,464,2017-01-29,
9,9,-2,OLD,20168154,딥워터 호라이즌,2017-01-25,121176100,0.8,12940934,12,531162743,14526,1694,13.2,68381,355,575,2017-01-29,
10,10,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,53176500,0.4,30116500,130.6,146486000,7940,4506,131.2,22006,139,192,2017-01-29,
1,1,0,OLD,20151228,공조,2017-01-18,6821569400,60.5,1046863700,18.1,31194906969,797994,133164,20,3795042,1383,6249,2017-01-29,_K
2,2,0,OLD,20151229,더 킹,2017-01-18,4253621700,37.7,485170932,12.9,31499521309,493218,63283,14.7,3835359,1117,4889,2017-01-29,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,180520900,1.6,94290900,109.3,2704836400,22616,11963,112.3,362763,401,589,2017-01-29,_K
4,4,0,OLD,20161725,마스터,2016-12-21,11178000,0.1,-920500,-7.6,58029392965,1375,-55,-3.8,7144299,37,50,2017-01-29,_K
5,5,1,OLD,20151181,여교사,2017-01-04,1924000,0.0,348000,22.1,946588460,328,51,18.4,115789,11,13,2017-01-29,_K
6,6,-1,OLD,20144641,판도라,2016-12-07,990000,0.0,-302000,-23.4,36058013064,238,-52,-17.9,4582634,2,2,2017-01-29,_K
7,7,0,OLD,19820052,애인,1982-07-24,316000,0.0,49000,18.4,1997000,163,28,20.7,1005,1,2,2017-01-29,_K
8,8,0,OLD,20163014,7년-그들이 없는 언론,2017-01-12,647500,0.0,-2700,-0.4,124477700,85,2,2.4,15857,11,12,2017-01-29,_K
9,9,1,OLD,20150966,사랑하기 때문에,2017-01-04,430000,0.0,86000,25,2670230440,83,14,20.3,340373,5,5,2017-01-29,_K
10,10,1,OLD,20160881,문영,2017-01-12,705000,0.0,167000,31,48140899,81,18,28.6,6381,5,6,2017-01-29,_K
1,1,0,OLD,20165443,모아나,2017-01-12,1047316300,32.6,335796000,47.2,13533939507,126246,42822,51.3,1728762,708,1637,2017-01-29,_F
2,2,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,930224650,28.9,174381116,23.1,3442034873,103452,20405,24.6,409543,599,1676,2017-01-29,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,464872400,14.5,70395900,17.8,27134432756,55061,9401,20.6,3367331,492,1012,2017-01-29,_F
4,4,0,OLD,20167904,라라랜드,2016-12-07,196314100,6.1,28871000,17.2,26144514528,22454,3442,18.1,3122114,204,346,2017-01-29,_F
5,5,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,153413400,4.8,70441200,84.9,474362400,19385,9217,90.6,61897,326,464,2017-01-29,_F
6,6,-1,OLD,20168154,딥워터 호라이즌,2017-01-25,121176100,3.8,12940934,12,531162743,14526,1694,13.2,68381,355,575,2017-01-29,_F
7,7,1,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,53176500,1.7,30116500,130.6,146486000,7940,4506,131.2,22006,139,192,2017-01-29,_F
8,8,-1,OLD,20168381,얼라이드,2017-01-11,63007000,2.0,4434100,7.6,4117861079,6818,483,7.6,499678,133,185,2017-01-29,_F
9,9,3,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,30913700,1.0,14533500,88.7,135743600,3830,1813,89.9,17711,187,219,2017-01-29,_F
10,10,-1,OLD,20165822,매기스 플랜,2017-01-25,31513600,1.0,7077300,29,141196000,3751,948,33.8,17362,80,115,2017-01-29,_F
1,1,0,OLD,20151228,공조,2017-01-18,6399470500,46.7,-422098900,-6.2,37594377469,761071,-36923,-4.6,4556113,1392,6123,2017-01-30,
2,2,0,OLD,20151229,더 킹,2017-01-18,3637450800,26.5,-616170900,-14.5,35136972109,430477,-62741,-12.7,4265836,1081,4612,2017-01-30,
3,3,0,OLD,20165443,모아나,2017-01-12,1264342600,9.2,217026300,20.7,14798282107,157236,30990,24.5,1885998,696,1582,2017-01-30,
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,803385400,5.9,-126839250,-13.6,4245420273,90436,-13016,-12.6,499979,576,1613,2017-01-30,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,479910200,3.5,15037800,3.2,27614342956,58556,3495,6.3,3425887,470,956,2017-01-30,
6,6,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,252698700,1.8,72177800,40,2957535100,32217,9601,42.5,394980,392,567,2017-01-30,
7,7,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,210733200,1.5,57319800,37.4,685095600,27080,7695,39.7,88977,329,467,2017-01-30,
8,8,-1,OLD,20167904,라라랜드,2016-12-07,202648800,1.5,6334700,3.2,26347163328,23881,1427,6.4,3145995,204,349,2017-01-30,
9,9,0,OLD,20168154,딥워터 호라이즌,2017-01-25,99799800,0.7,-21376300,-17.6,630962543,12235,-2291,-15.8,80616,347,548,2017-01-30,
10,10,0,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,76631000,0.6,23454500,44.1,223117000,11460,3520,44.3,33466,139,191,2017-01-30,
1,1,0,OLD,20151228,공조,2017-01-18,6399470500,62.1,-422098900,-6.2,37594377469,761071,-36923,-4.6,4556113,1392,6123,2017-01-30,_K
2,2,0,OLD,20151229,더 킹,2017-01-18,3637450800,35.3,-616170900,-14.5,35136972109,430477,-62741,-12.7,4265836,1081,4612,2017-01-30,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,252698700,2.5,72177800,40,2957535100,32217,9601,42.5,394980,392,567,2017-01-30,_K
4,4,0,OLD,20161725,마스터,2016-12-21,9015000,0.1,-2163000,-19.4,58038407965,1102,-273,-19.9,7145401,37,48,2017-01-30,_K
5,5,0,OLD,20151181,여교사,2017-01-04,1894000,0.0,-30000,-1.6,948482460,332,4,1.2,116121,11,13,2017-01-30,_K
6,6,0,OLD,20144641,판도라,2016-12-07,1000000,0.0,10000,1,36059013064,240,2,0.8,4582874,2,2,2017-01-30,_K
7,7,3,OLD,20160881,문영,2017-01-12,1168000,0.0,463000,65.7,49308899,143,62,76.5,6524,7,10,2017-01-30,_K
8,8,0,NEW,19730023,흑권,1973-09-09,272000,0.0,272000,100,272000,136,136,100,136,1,4,2017-01-30,_K
9,9,-1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,777000,0.0,129500,20,125254700,107,22,25.9,15964,10,12,2017-01-30,_K
10,10,1,OLD,20157631,다른 길이 있다,2017-01-19,477500,0.0,-117500,-19.7,19700200,55,-18,-24.7,2450,10,11,2017-01-30,_K
1,1,0,OLD,20165443,모아나,2017-01-12,1264342600,37.3,217026300,20.7,14798282107,157236,30990,24.5,1885998,696,1582,2017-01-30,_F
2,2,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,803385400,23.7,-126839250,-13.6,4245420273,90436,-13016,-12.6,499979,576,1613,2017-01-30,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,479910200,14.1,15037800,3.2,27614342956,58556,3495,6.3,3425887,470,956,2017-01-30,_F
4,4,1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,210733200,6.2,57319800,37.4,685095600,27080,7695,39.7,88977,329,467,2017-01-30,_F
5,5,-1,OLD,20167904,라라랜드,2016-12-07,202648800,6.0,6334700,3.2,26347163328,23881,1427,6.4,3145995,204,349,2017-01-30,_F
6,6,0,OLD,20168154,딥워터 호라이즌,2017-01-25,99799800,2.9,-21376300,-17.6,630962543,12235,-2291,-15.8,80616,347,548,2017-01-30,_F
7,7,0,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,76631000,2.3,23454500,44.1,223117000,11460,3520,44.3,33466,139,191,2017-01-30,_F
8,8,0,OLD,20168381,얼라이드,2017-01-11,60845500,1.8,-2161500,-3.4,4178706579,6706,-112,-1.6,506384,137,192,2017-01-30,_F
9,9,0,OLD,20168611,키코리키: 황금모자의 비밀,2017-01-25,41942600,1.2,11028900,35.7,177686200,5302,1472,38.4,23013,187,216,2017-01-30,_F
10,10,0,OLD,20165822,매기스 플랜,2017-01-25,31383900,0.9,-129700,-0.4,172579900,3767,16,0.4,21129,83,109,2017-01-30,_F
1,1,0,OLD,20151228,공조,2017-01-18,2269168100,47.9,-4130302400,-64.5,39863545569,304003,-457068,-60.1,4860116,1094,5160,2017-01-31,
2,2,0,OLD,20151229,더 킹,2017-01-18,1082210400,22.9,-2555240400,-70.2,36219182509,144604,-285873,-66.4,4410440,982,4324,2017-01-31,
3,3,1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,366385800,7.7,-436999600,-54.4,4611806073,47201,-43235,-47.8,547180,541,1936,2017-01-31,
4,4,-1,OLD,20165443,모아나,2017-01-12,338621800,7.2,-925720800,-73.2,15136903907,47046,-110190,-70.1,1933044,577,1365,2017-01-31,
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,212287300,4.5,-267622900,-55.8,27826630256,28695,-29861,-51,3454582,459,1080,2017-01-31,
6,6,2,OLD,20167904,라라랜드,2016-12-07,91441100,1.9,-111207700,-54.9,26438604428,12189,-11692,-49,3158184,216,371,2017-01-31,
7,7,2,OLD,20168154,딥워터 호라이즌,2017-01-25,62735700,1.3,-37064100,-37.1,693698243,8520,-3715,-30.4,89136,368,780,2017-01-31,
8,8,-1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53724900,1.1,-157008300,-74.5,738820500,7734,-19346,-71.4,96711,294,403,2017-01-31,
9,9,-3,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,42473000,0.9,-210225700,-83.2,3000008100,6020,-26197,-81.3,401000,315,432,2017-01-31,
10,10,1,OLD,20168381,얼라이드,2017-01-11,23359000,0.5,-37486500,-61.6,4202065579,3023,-3683,-54.9,509407,140,224,2017-01-31,
1,1,0,OLD,20151228,공조,2017-01-18,2269168100,66.3,-4130302400,-64.5,39863545569,304003,-457068,-60.1,4860116,1094,5160,2017-01-31,_K
2,2,0,OLD,20151229,더 킹,2017-01-18,1082210400,31.6,-2555240400,-70.2,36219182509,144604,-285873,-66.4,4410440,982,4324,2017-01-31,_K
3,3,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,42473000,1.2,-210225700,-83.2,3000008100,6020,-26197,-81.3,401000,315,432,2017-01-31,_K
4,4,0,NEW,20150964,조작된 도시,2017-02-09,18316000,0.5,18316000,100,18316000,2371,2371,100,2371,4,9,2017-01-31,_K
5,5,-1,OLD,20161725,마스터,2016-12-21,2621300,0.1,-6393700,-70.9,58041029265,369,-733,-66.5,7145770,34,43,2017-01-31,_K
6,6,-1,OLD,20151181,여교사,2017-01-04,1663000,0.0,-231000,-12.2,950145460,310,-22,-6.6,116431,13,19,2017-01-31,_K
7,7,0,OLD,20160881,문영,2017-01-12,1265000,0.0,97000,8.3,50573899,200,57,39.9,6724,8,11,2017-01-31,_K
8,8,1,OLD,20163014,7년-그들이 없는 언론,2017-01-12,1321500,0.0,544500,70.1,126576200,181,74,69.2,16145,16,17,2017-01-31,_K
9,9,-3,OLD,20144641,판도라,2016-12-07,400000,0.0,-600000,-60,36059413064,100,-140,-58.3,4582974,1,1,2017-01-31,_K
10,10,2,OLD,20150966,사랑하기 때문에,2017-01-04,720000,0.0,540000,300,2671130440,84,48,133.3,340493,6,6,2017-01-31,_K
1,1,1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,366385800,27.9,-436999600,-54.4,4611806073,47201,-43235,-47.8,547180,541,1936,2017-01-31,_F
2,2,-1,OLD,20165443,모아나,2017-01-12,338621800,25.8,-925720800,-73.2,15136903907,47046,-110190,-70.1,1933044,577,1365,2017-01-31,_F
3,3,0,OLD,20161872,너의 이름은.,2017-01-04,212287300,16.2,-267622900,-55.8,27826630256,28695,-29861,-51,3454582,459,1080,2017-01-31,_F
4,4,1,OLD,20167904,라라랜드,2016-12-07,91441100,7.0,-111207700,-54.9,26438604428,12189,-11692,-49,3158184,216,371,2017-01-31,_F
5,5,1,OLD,20168154,딥워터 호라이즌,2017-01-25,62735700,4.8,-37064100,-37.1,693698243,8520,-3715,-30.4,89136,368,780,2017-01-31,_F
6,6,-2,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53724900,4.1,-157008300,-74.5,738820500,7734,-19346,-71.4,96711,294,403,2017-01-31,_F
7,7,1,OLD,20168381,얼라이드,2017-01-11,23359000,1.8,-37486500,-61.6,4202065579,3023,-3683,-54.9,509407,140,224,2017-01-31,_F
8,8,4,OLD,20168689,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,36524600,2.8,3903900,12,280354100,2927,195,7.1,23410,53,81,2017-01-31,_F
9,9,1,OLD,20165822,매기스 플랜,2017-01-25,20850700,1.6,-10533200,-33.6,193430600,2831,-936,-24.8,23960,89,142,2017-01-31,_F
10,10,-3,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,14130000,1.1,-62501000,-81.6,237247000,2121,-9339,-81.5,35587,123,168,2017-01-31,_F
