date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170801,1,20170801,1,20170801,0,20170801,OLD,20170801,20161481,20170801,1,20170801,군함도,20170801,2017-07-26,20170801,2967903300,20170801,48.6,20170801,-510534700,20170801,-14.7,20170801,37723807840,20170801,402094,20170801,-66046,20170801,-14.1,20170801,4940314,20170801,1848,20170801,9518
20170801,2,20170801,2,20170801,0,20170801,OLD,20170801,20173403,20170801,2,20170801,슈퍼배드 3,20170801,2017-07-26,20170801,1687174300,20170801,27.6,20170801,-157367800,20170801,-8.5,20170801,12595831120,20170801,242820,20170801,-21270,20170801,-8.1,20170801,1732749,20170801,997,20170801,4159
20170801,3,20170801,3,20170801,0,20170801,OLD,20170801,20164621,20170801,3,20170801,덩케르크,20170801,2017-07-20,20170801,755057300,20170801,12.4,20170801,-55455400,20170801,-6.8,20170801,20280516133,20170801,89585,20170801,-6823,20170801,-7.1,20170801,2365485,20170801,691,20170801,2122
20170801,4,20170801,4,20170801,0,20170801,OLD,20170801,20167303,20170801,4,20170801,스파이더맨: 홈 커밍,20170801,2017-07-05,20170801,252998700,20170801,4.1,20170801,-10304600,20170801,-3.9,20170801,58674983320,20170801,34024,20170801,-1378,20170801,-3.9,20170801,7201425,20170801,497,20170801,893
20170801,5,20170801,5,20170801,0,20170801,OLD,20170801,20178321,20170801,5,20170801,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,20170801,2017-07-20,20170801,130169300,20170801,2.1,20170801,10323600,20170801,8.6,20170801,1995735600,20170801,19491,20170801,1717,20170801,9.7,20170801,274381,20170801,263,20170801,375
20170801,6,20170801,6,20170801,1,20170801,OLD,20170801,20174801,20170801,6,20170801,내 사랑,20170801,2017-07-12,20170801,48192200,20170801,0.8,20170801,8021900,20170801,20,20170801,1735226825,20170801,7810,20170801,1498,20170801,23.7,20170801,228365,20170801,99,20170801,181
20170801,7,20170801,7,20170801,-1,20170801,OLD,20170801,20177181,20170801,7,20170801,47 미터,20170801,2017-07-19,20170801,54030100,20170801,0.9,20170801,-3557300,20170801,-6.2,20170801,4671184757,20170801,7384,20170801,-376,20170801,-4.8,20170801,588045,20170801,323,20170801,473
20170801,8,20170801,8,20170801,-1,20170801,OLD,20170801,20177501,20170801,8,20170801,플립,20170801,2017-07-12,20170801,44442000,20170801,0.7,20170801,-2438600,20170801,-5.2,20170801,2708682900,20170801,5927,20170801,-385,20170801,-6.1,20170801,340956,20170801,124,20170801,246
20170801,9,20170801,9,20170801,0,20170801,OLD,20170801,20175522,20170801,9,20170801,카3: 새로운 도전,20170801,2017-07-13,20170801,26302900,20170801,0.4,20170801,919700,20170801,3.6,20170801,3547755401,20170801,3893,20170801,185,20170801,5,20170801,480313,20170801,74,20170801,89
20170801,10,20170801,10,20170801,1,20170801,OLD,20170801,20162442,20170801,10,20170801,청년경찰,20170801,2017-08-09,20170801,28296000,20170801,0.5,20170801,5551000,20170801,24.4,20170801,168347200,20170801,3537,20170801,784,20170801,28.5,20170801,20548,20170801,18,20170801,18
