date,rnum,rank,rankInten,rankOldAndNew,movieCd,rnum,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20171201,1,20171201,1,20171201,0,20171201,OLD,20171201,20165748,20171201,1,20171201,꾼,20171201,2017-11-22,20171201,1152412273,20171201,35.2,20171201,253979073,20171201,28.3,20171201,18971313621,20171201,141883,20171201,17484,20171201,14.1,20171201,2466217,20171201,981,20171201,4734
20171201,2,20171201,2,20171201,0,20171201,OLD,20171201,20173581,20171201,2,20171201,기억의 밤,20171201,2017-11-29,20171201,719096972,20171201,21.9,20171201,216855572,20171201,43.2,20171201,1825549872,20171201,89649,20171201,20321,20171201,29.3,20171201,263358,20171201,728,20171201,3369
20171201,3,20171201,3,20171201,0,20171201,OLD,20171201,20178581,20171201,3,20171201,오리엔트 특급 살인,20171201,2017-11-29,20171201,578369155,20171201,17.7,20171201,137352755,20171201,31.1,20171201,1585473455,20171201,70962,20171201,10198,20171201,16.8,20171201,227167,20171201,663,20171201,2914
20171201,4,20171201,4,20171201,0,20171201,OLD,20171201,20161762,20171201,4,20171201,반드시 잡는다,20171201,2017-11-29,20171201,304962845,20171201,9.3,20171201,40260745,20171201,15.2,20171201,986335645,20171201,38542,20171201,1116,20171201,3,20171201,143142,20171201,565,20171201,2452
20171201,5,20171201,5,20171201,1,20171201,OLD,20171201,20040695,20171201,5,20171201,이프 온리,20171201,2004-10-29,20171201,103468400,20171201,3.2,20171201,37972100,20171201,58,20171201,5772407200,20171201,12135,20171201,3239,20171201,36.4,20171201,894921,20171201,145,20171201,643
20171201,6,20171201,6,20171201,-1,20171201,OLD,20171201,20168221,20171201,6,20171201,저스티스 리그,20171201,2017-11-15,20171201,92376600,20171201,2.8,20171201,15429100,20171201,20.1,20171201,14033122795,20171201,11719,20171201,894,20171201,8.3,20171201,1710469,20171201,416,20171201,878
20171201,7,20171201,7,20171201,0,20171201,OLD,20171201,20179942,20171201,7,20171201,러빙 빈센트,20171201,2017-11-09,20171201,70446300,20171201,2.2,20171201,9897300,20171201,16.3,20171201,1960679200,20171201,8440,20171201,147,20171201,1.8,20171201,247853,20171201,185,20171201,392
20171201,8,20171201,8,20171201,0,20171201,OLD,20171201,20175121,20171201,8,20171201,토르: 라그나로크,20171201,2017-10-25,20171201,62549500,20171201,1.9,20171201,15917700,20171201,34.1,20171201,38776855695,20171201,7879,20171201,1372,20171201,21.1,20171201,4797392,20171201,228,20171201,349
20171201,9,20171201,9,20171201,0,20171201,OLD,20171201,20174622,20171201,9,20171201,해피 데스데이,20171201,2017-11-08,20171201,46438673,20171201,1.4,20171201,9856673,20171201,26.9,20171201,10803332728,20171201,6029,20171201,996,20171201,19.8,20171201,1357033,20171201,270,20171201,515
20171201,10,20171201,10,20171201,4,20171201,OLD,20171201,20080349,20171201,10,20171201,버킷 리스트:죽기전에 꼭 하고싶은것들,20171201,2008-04-09,20171201,8888400,20171201,0.3,20171201,2770900,20171201,45.3,20171201,1878730700,20171201,1246,20171201,363,20171201,41.1,20171201,282717,20171201,57,20171201,99
